Small Mol HMS LINCS ID	SM Name	Alternative Names	LINCS ID	PubChem CID	Datarecord ID	HMS Dataset ID	Salt ID	ChEMBL ID	ChEBI ID	InChi	InChi Key	SMILES	Molecular Mass	Molecular Formula
HMSL10235-101	RAD001	Everolimus	LSM-4258	53398658	244	10235	101	None	None	InChI=1S/C53H83NO14/c1-32-16-12-11-13-17-33(2)44(63-8)30-40-21-19-38(7)53(62,68-40)50(59)51(60)54-23-15-14-18-41(54)52(61)67-45(35(4)28-39-20-22-43(66-25-24-55)46(29-39)64-9)31-42(56)34(3)27-37(6)48(58)49(65-10)47(57)36(5)26-32/h11-13,16-17,27,32,34-36,38-41,43-46,48-49,55,58,62H,14-15,18-26,28-31H2,1-10H3	HKVAMNSJSFKALM-UHFFFAOYSA-N	CC1CCC2CC(C(=CC=CC=CC(CC(C(=O)C(C(C(=CC(C(=O)CC(OC(=O)C3CCCCN3C(=O)C(=O)C1(O2)O)C(C)CC4CCC(C(C4)OC)OCCO)C)C)O)OC)C)C)C)OC	957.58	C53H83NO14
HMSL10236-999	17-AAG	Tanespimycin	LSM-4259	433449	245	10236	999	None	None	InChI=1S/C31H43N3O8/c1-8-12-33-26-21-13-17(2)14-25(41-7)27(36)19(4)15-20(5)29(42-31(32)39)24(40-6)11-9-10-18(3)30(38)34-22(28(21)37)16-23(26)35/h8-11,15-17,19,24-25,27,29,33,36H,1,12-14H2,2-7H3,(H2,32,39)(H,34,38)	AYUNIORJHRXIBJ-UHFFFAOYSA-N	CC1CC(C(C(C=C(C(C(C=CC=C(C(=O)NC2=CC(=O)C(=C(C1)C2=O)NCC=C)C)OC)OC(=O)N)C)C)O)OC	585.31	C31H43N3O8
HMSL10237-999	5-DFUR	5-FdUR;Doxifluridine	LSM-4260	3159	246	10237	999	None	None	InChI=1S/C9H11FN2O5/c1-3-5(13)6(14)8(17-3)12-2-4(10)7(15)11-9(12)16/h2-3,5-6,8,13-14H,1H3,(H,11,15,16)	ZWAOHEXOSAUJHY-UHFFFAOYSA-N	CC1C(C(C(O1)N2C=C(C(=O)NC2=O)F)O)O	246.07	C9H11FN2O5
HMSL10238-999	5-FU	Fluorouracil	LSM-4261	3385	247	10238	999	None	None	InChI=1S/C4H3FN2O2/c5-2-1-6-4(9)7-3(2)8/h1H,(H2,6,7,8,9)	GHASVSINZRGABV-UHFFFAOYSA-N	C1=C(C(=O)NC(=O)N1)F	130.02	C4H3FN2O2
HMSL10239-999	AG1024	Tyrphostin AG 1024	LSM-4262	2044	248	10239	999	None	None	InChI=1S/C14H13BrN2O/c1-14(2,3)11-5-9(4-10(7-16)8-17)6-12(15)13(11)18/h4-6,18H,1-3H3	ABBADGFSRBWENF-UHFFFAOYSA-N	CC(C)(C)C1=C(C(=CC(=C1)C=C(C#N)C#N)Br)O	304.02	C14H13BrN2O
HMSL10240-999	AS-252424		LSM-4263	56965900	249	10240	999	None	None	InChI=1S/C14H8FNO4S/c15-7-1-3-9(10(17)5-7)11-4-2-8(20-11)6-12-13(18)16-14(19)21-12/h1-6,17H,(H,16,18,19)	OYYVWNDMOQPMGE-UHFFFAOYSA-N	C1=CC(=C(C=C1F)O)C2=CC=C(O2)C=C3C(=O)NC(=O)S3	305.02	C14H8FNO4S
HMSL10241-999	Bortezomib	Velcade	LSM-4264	5213527	250	10241	999	None	None	InChI=1S/C19H25BN4O4/c1-13(2)10-17(20(27)28)24-18(25)15(11-14-6-4-3-5-7-14)23-19(26)16-12-21-8-9-22-16/h3-9,12-13,15,17,27-28H,10-11H2,1-2H3,(H,23,26)(H,24,25)	GXJABQQUPOEUTA-UHFFFAOYSA-N	B(C(CC(C)C)NC(=O)C(CC1=CC=CC=C1)NC(=O)C2=NC=CN=C2)(O)O	384.20	C19H25BN4O4
HMSL10242-999	Carboplatin		LSM-4265	5237030	251	10242	999	None	None	InChI=1S/C6H8O4.2H3N.Pt/c7-4(8)6(5(9)10)2-1-3-6;;;/h1-3H2,(H,7,8)(H,9,10);2*1H3;/q;;;+2/p-2	OLESAACUTLOWQZ-UHFFFAOYSA-L	C1CC(C1)(C(=O)[O-])C(=O)[O-].N.N.[Pt+2]	371.04	C6H12N2O4Pt
HMSL10243-999	CGC-11047		LSM-4266	9822383	252	10243	999	None	None	InChI=1S/C14H32N4.4ClH/c1-3-15-11-7-13-17-9-5-6-10-18-14-8-12-16-4-2;;;;/h5-6,15-18H,3-4,7-14H2,1-2H3;4*1H	MNJCMBNLXQCNHO-UHFFFAOYSA-N	CCNCCCNCC=CCNCCCNCC.Cl.Cl.Cl.Cl	400.17	C14H36Cl4N4
HMSL10244-999	CGC-11144		LSM-4267	490709	253	10244	999	None	None	InChI=1S/C40H90N10/c1-3-41-23-5-7-25-43-27-9-11-29-45-31-13-15-33-47-35-17-19-37-49-39-21-22-40-50-38-20-18-36-48-34-16-14-32-46-30-12-10-28-44-26-8-6-24-42-4-2/h21-22,41-50H,3-20,23-40H2,1-2H3/b22-21+	BDTMNIXVRYGYPA-QURGRASLSA-N	CCNCCCCNCCCCNCCCCNCCCCNC/C=C/CNCCCCNCCCCNCCCCNCCCCNCC	710.73	C40H90N10
HMSL10245-999	Cisplatin		LSM-4268	84691	254	10245	999	None	None	InChI=1S/2ClH.2H3N.Pt/h2*1H;2*1H3;/q;;;;+2/p-2	LXZZYRPGZAFOLE-UHFFFAOYSA-L	N.N.[Cl-].[Cl-].[Pt+2]	298.96	Cl2H6N2Pt
HMSL10246-999	CPT-11	Irinotecan	LSM-4269	60838	255	10246	999	None	None	InChI=1S/C33H38N4O6.ClH/c1-3-22-23-16-21(43-32(40)36-14-10-20(11-15-36)35-12-6-5-7-13-35)8-9-27(23)34-29-24(22)18-37-28(29)17-26-25(30(37)38)19-42-31(39)33(26,41)4-2;/h8-9,16-17,20,41H,3-7,10-15,18-19H2,1-2H3;1H	GURKHSYORGJETM-UHFFFAOYSA-N	CCC1=C2C=C(C=CC2=NC3=C1CN4C3=CC5=C(C4=O)COC(=O)C5(CC)O)OC(=O)N6CCC(CC6)N7CCCCC7.Cl	622.26	C33H39ClN4O6
HMSL10247-999	Docetaxel	Taxotere	LSM-4270	3143	256	10247	999	None	None	InChI=1S/C43H53NO14/c1-22-26(55-37(51)32(48)30(24-15-11-9-12-16-24)44-38(52)58-39(3,4)5)20-43(53)35(56-36(50)25-17-13-10-14-18-25)33-41(8,34(49)31(47)29(22)40(43,6)7)27(46)19-28-42(33,21-54-28)57-23(2)45/h9-18,26-28,30-33,35,46-48,53H,19-21H2,1-8H3,(H,44,52)	ZDZOTLJHXYCWBA-UHFFFAOYSA-N	CC1=C2C(C(=O)C3(C(CC4C(C3C(C(C2(C)C)(CC1OC(=O)C(C(C5=CC=CC=C5)NC(=O)OC(C)(C)C)O)O)OC(=O)C6=CC=CC=C6)(CO4)OC(=O)C)O)C)O	807.35	C43H53NO14
HMSL10248-101	Doxorubicin	Adriamycin	LSM-4062	31703	257	10248	101	None	None	InChI=1S/C27H29NO11/c1-10-22(31)13(28)6-17(38-10)39-15-8-27(36,16(30)9-29)7-12-19(15)26(35)21-20(24(12)33)23(32)11-4-3-5-14(37-2)18(11)25(21)34/h3-5,10,13,15,17,22,29,31,33,35-36H,6-9,28H2,1-2H3/t10-,13-,15-,17-,22+,27-/m0/s1	AOJJSUZBOXZQNB-TZSSRYMLSA-N	C[C@H]1[C@H]([C@H](C[C@@H](O1)O[C@H]2C[C@@](Cc3c2c(c4c(c3O)C(=O)c5cccc(c5C4=O)OC)O)(C(=O)CO)O)N)O	543.17	C27H29NO11
HMSL10249-999	Epirubicin	Ellence	LSM-2078	41867	258	10249	999	None	None	InChI=1S/C27H29NO11/c1-10-22(31)13(28)6-17(38-10)39-15-8-27(36,16(30)9-29)7-12-19(15)26(35)21-20(24(12)33)23(32)11-4-3-5-14(37-2)18(11)25(21)34/h3-5,10,13,15,17,22,29,31,33,35-36H,6-9,28H2,1-2H3	AOJJSUZBOXZQNB-UHFFFAOYSA-N	CC1C(C(CC(O1)OC2CC(CC3=C(C4=C(C(=C23)O)C(=O)C5=C(C4=O)C=CC=C5OC)O)(C(=O)CO)O)N)O	543.17	C27H29NO11
HMSL10250-101	Etoposide		LSM-4271	3310	259	10250	101	None	None	InChI=1S/C29H32O13/c1-11-36-9-20-27(40-11)24(31)25(32)29(41-20)42-26-14-7-17-16(38-10-39-17)6-13(14)21(22-15(26)8-37-28(22)33)12-4-18(34-2)23(30)19(5-12)35-3/h4-7,11,15,20-22,24-27,29-32H,8-10H2,1-3H3/t11-,15?,20-,21-,22+,24-,25-,26?,27-,29+/m1/s1	VJJPUSNTGOMMGY-NBJJDLTASA-N	O=C1OCC7[C@H]1[C@H](c2cc(OC)c(O)c(OC)c2)c4cc3OCOc3cc4C7O[C@@H]6O[C@H]5[C@@H](O[C@@H](OC5)C)[C@H](O)[C@H]6O	588.18	C29H32O13
HMSL10251-999	Fascaplysin		LSM-4272	73292	260	10251	999	None	None	InChI=1S/C18H10N2O.ClH/c21-18-13-6-2-4-8-15(13)20-10-9-12-11-5-1-3-7-14(11)19-16(12)17(18)20;/h1-10H;1H	PWUOOJVYZQILBG-UHFFFAOYSA-N	C1=CC=C2C(=C1)C3=C(N2)C4=[N+](C=C3)C5=CC=CC=C5C4=O.[Cl-]	306.06	C18H11ClN2O
HMSL10252-101	Gemcitabine	Gemzar	LSM-4273	60750	261	10252	101	None	None	InChI=1S/C9H11F2N3O4/c10-9(11)6(16)4(3-15)18-7(9)14-2-1-5(12)13-8(14)17/h1-2,4,6-7,15-16H,3H2,(H2,12,13,17)	SDUQYLNIPVEERB-UHFFFAOYSA-N	C1=CN(C(=O)N=C1N)C2C(C(C(O2)CO)O)(F)F	263.07	C9H11F2N3O4
HMSL10253-999	Glycyl-H-1152		LSM-4274	53394051	262	10253	999	None	None	InChI=1S/C18H24N4O3S/c1-13-7-8-20-15-5-3-6-16(18(13)15)26(24,25)22-10-4-9-21(12-14(22)2)17(23)11-19/h3,5-8,14H,4,9-12,19H2,1-2H3/t14-/m0/s1	SKZNXANHXFSDNA-AWEZNQCLSA-N	NCC(N(C[C@@H]1C)CCCN1S(C2=CC=CC3=NC=CC(C)=C32)(=O)=O)=O	376.16	C18H24N4O3S
HMSL10255-999	GSK1838705		LSM-4276	25182616	263	10255	999	None	None	InChI=1S/C27H29FN8O3/c1-29-26(38)23-17(28)6-5-7-18(23)31-25-16-8-10-30-24(16)33-27(34-25)32-19-13-20-15(12-21(19)39-4)9-11-36(20)22(37)14-35(2)3/h5-8,10,12-13H,9,11,14H2,1-4H3,(H,29,38)(H3,30,31,32,33,34)	HZTYDQRUAWIZRE-UHFFFAOYSA-N	O=C(NC)C1=C(F)C=CC=C1NC2=C3C(NC=C3)=NC(NC4=CC5=C(C=C4OC)CCN5C(CN(C)C)=O)=N2	532.23	C27H29FN8O3
HMSL10257-999	GSK923295		LSM-4278	68651179	264	10257	999	None	None	InChI=1S/C32H38ClN5O4/c1-20(2)42-29-13-12-24(16-27(29)33)32(41)35-25(17-34-30(40)19-37(4)5)15-22-8-10-23(11-9-22)28-18-38-14-6-7-26(21(3)39)31(38)36-28/h6-14,16,18,20-21,25,39H,15,17,19H2,1-5H3,(H,34,40)(H,35,41)/t21-,25?/m0/s1	WHMXDBPHBVLYRC-BWDMCYIDSA-N	O=C(NC(CC1=CC=C(C2=CN3C=CC=C([C@@H](O)C)C3=N2)C=C1)CNC(CN(C)C)=O)C4=CC=C(OC(C)C)C(Cl)=C4	591.26	C32H38ClN5O4
HMSL10258-999	Ibandronate sodium salt	Boniva	LSM-4279	23670359	265	10258	999	None	None	InChI=1S/C9H23NO7P2.Na/c1-3-4-5-7-10(2)8-6-9(11,18(12,13)14)19(15,16)17;/h11H,3-8H2,1-2H3,(H2,12,13,14)(H2,15,16,17);/q;+1/p-1	LXLBEOAZMZAZND-UHFFFAOYSA-M	CCCCCN(C)CCC(O)(P(=O)(O)O)P(=O)(O)[O-].[Na+]	341.08	C9H22NNaO7P2
HMSL10259-999	ICRF-193		LSM-4280	115150	266	10259	999	None	None	InChI=1S/C12H18N4O4/c1-7(15-3-9(17)13-10(18)4-15)8(2)16-5-11(19)14-12(20)6-16/h7-8H,3-6H2,1-2H3,(H,13,17,18)(H,14,19,20)	OBYGAPWKTPDTAS-UHFFFAOYSA-N	CC(C(C)N1CC(=O)NC(=O)C1)N2CC(=O)NC(=O)C2	282.13	C12H18N4O4
HMSL10260-999	Ispinesib		LSM-4281	6450817	267	10260	999	None	None	InChI=1S/C30H33ClN4O2/c1-20(2)27(34(17-7-16-32)29(36)23-12-10-21(3)11-13-23)28-33-26-18-24(31)14-15-25(26)30(37)35(28)19-22-8-5-4-6-9-22/h4-6,8-15,18,20,27H,7,16-17,19,32H2,1-3H3	QJZRFPJCWMNVAV-UHFFFAOYSA-N	CC1=CC=C(C=C1)C(=O)N(CCCN)C(C2=NC3=C(C=CC(=C3)Cl)C(=O)N2CC4=CC=CC=C4)C(C)C	516.23	C30H33ClN4O2
HMSL10261-999	Ixabepilone	Azaepothilone B	LSM-4282	6445540	268	10261	999	None	None	InChI=1S/C27H42N2O5S/c1-15-9-8-10-27(7)22(34-27)12-20(16(2)11-19-14-35-18(4)28-19)29-23(31)13-21(30)26(5,6)25(33)17(3)24(15)32/h11,14-15,17,20-22,24,30,32H,8-10,12-13H2,1-7H3,(H,29,31)	FABUFPQFXZVHFB-UHFFFAOYSA-N	CC1CCCC2(C(O2)CC(NC(=O)CC(C(C(=O)C(C1O)C)(C)C)O)C(=CC3=CSC(=N3)C)C)C	506.28	C27H42N2O5S
HMSL10262-999	L-779450		LSM-4283	9950176	269	10262	999	None	None	InChI=1S/C20H14ClN3O/c21-16-7-6-15(12-17(16)25)19-18(13-8-10-22-11-9-13)23-20(24-19)14-4-2-1-3-5-14/h1-12,25H,(H,23,24)	WXJLXRNWMLWVFB-UHFFFAOYSA-N	C1=CC=C(C=C1)C2=NC(=C(N2)C3=CC=NC=C3)C4=CC(=C(C=C4)Cl)O	347.08	C20H14ClN3O
HMSL10263-999	LBH589	Panobinostat	LSM-4284	57519507	270	10263	999	None	None	InChI=1S/C21H23N3O2/c1-15-18(19-4-2-3-5-20(19)23-15)12-13-22-14-17-8-6-16(7-9-17)10-11-21(25)24-26/h2-11,22-23,26H,12-14H2,1H3,(H,24,25)	FPOHNWQLNRZRFC-UHFFFAOYSA-N	CC1=C(C2=CC=CC=C2N1)CCNCC3=CC=C(C=C3)C=CC(=O)NO	349.18	C21H23N3O2
HMSL10264-999	Methotrexate		LSM-4285	4112	271	10264	999	None	None	InChI=1S/C20H22N8O5/c1-28(9-11-8-23-17-15(24-11)16(21)26-20(22)27-17)12-4-2-10(3-5-12)18(31)25-13(19(32)33)6-7-14(29)30/h2-5,8,13H,6-7,9H2,1H3,(H,25,31)(H,29,30)(H,32,33)(H4,21,22,23,26,27)	FBOZXECLQNJBKD-UHFFFAOYSA-N	CN(CC1=CN=C2C(=N1)C(=NC(=N2)N)N)C3=CC=C(C=C3)C(=O)NC(CCC(=O)O)C(=O)O	454.17	C20H22N8O5
HMSL10265-999	MLN4924		LSM-4286	49831043	272	10265	999	None	None	InChI=1S/C21H25N5O4S/c22-31(28,29)30-11-14-9-15(10-19(14)27)26-8-7-17-20(23-12-24-21(17)26)25-18-6-5-13-3-1-2-4-16(13)18/h1-4,7-8,12,14-15,18-19,27H,5-6,9-11H2,(H2,22,28,29)(H,23,24,25)	MPUQHZXIXSTTDU-UHFFFAOYSA-N	C1CC2=CC=CC=C2C1NC3=NC=NC4=C3C=CN4C5CC(C(C5)O)COS(=O)(=O)N	443.16	C21H25N5O4S
HMSL10266-999	NSC 663284		LSM-2042	379077	273	10266	999	None	None	InChI=1S/C15H16ClN3O3/c16-11-13(18-4-5-19-6-8-22-9-7-19)15(21)12-10(14(11)20)2-1-3-17-12/h1-3,18H,4-9H2	BMKPVDQDJQWBPD-UHFFFAOYSA-N	C1COCCN1CCNC2=C(C(=O)C3=C(C2=O)N=CC=C3)Cl	321.09	C15H16ClN3O3
HMSL10267-999	NU6102		LSM-4287	4566	274	10267	999	None	None	InChI=1S/C18H22N6O3S/c19-28(25,26)14-8-6-13(7-9-14)22-18-23-16-15(20-11-21-16)17(24-18)27-10-12-4-2-1-3-5-12/h6-9,11-12H,1-5,10H2,(H2,19,25,26)(H2,20,21,22,23,24)	OWXORKPNCHJYOF-UHFFFAOYSA-N	C1CCC(CC1)COC2=NC(=NC3=C2NC=N3)NC4=CC=C(C=C4)S(=O)(=O)N	402.15	C18H22N6O3S
HMSL10268-999	Nutlin 3a		LSM-4288	216345	275	10268	999	None	None	InChI=1S/C30H30Cl2N4O4/c1-18(2)40-25-16-23(39-3)12-13-24(25)29-34-27(19-4-8-21(31)9-5-19)28(20-6-10-22(32)11-7-20)36(29)30(38)35-15-14-33-26(37)17-35/h4-13,16,18,27-28H,14-15,17H2,1-3H3,(H,33,37)	BDUHCSBCVGXTJM-UHFFFAOYSA-N	CC(C)OC1=C(C=CC(=C1)OC)C2=NC(C(N2C(=O)N3CCNC(=O)C3)C4=CC=C(C=C4)Cl)C5=CC=C(C=C5)Cl	580.16	C30H30Cl2N4O4
HMSL10269-999	Oxaliplatin	Eloxatin	LSM-4289	5310940	276	10269	999	None	None	InChI=1S/C6H14N2.C2H2O4.Pt/c7-5-3-1-2-4-6(5)8;3-1(4)2(5)6;/h5-6H,1-4,7-8H2;(H,3,4)(H,5,6);	OGAPHRMCCQCJOE-UHFFFAOYSA-N	C1CCC(C(C1)N)N.C(=O)(C(=O)O)O.[Pt]	399.08	C8H16N2O4Pt
HMSL10270-999	Oxamflatin		LSM-4290	5353852	277	10270	999	None	None	InChI=1S/C17H14N2O4S/c20-17(18-21)12-5-4-7-14-8-6-9-15(13-14)19-24(22,23)16-10-2-1-3-11-16/h1-3,5-6,8-13,19,21H,(H,18,20)	QRPSQQUYPMFERG-UHFFFAOYSA-N	C1=CC=C(C=C1)S(=O)(=O)NC2=CC=CC(=C2)C#CC=CC(=O)NO	342.07	C17H14N2O4S
HMSL10271-999	PD 98059		LSM-3394	4713	278	10271	999	None	None	InChI=1S/C16H13NO3/c1-19-14-8-4-6-11(16(14)17)15-9-12(18)10-5-2-3-7-13(10)20-15/h2-9H,17H2,1H3	QFWCYNPOPKQOKV-UHFFFAOYSA-N	COC1=CC=CC(=C1N)C2=CC(=O)C3=CC=CC=C3O2	267.09	C16H13NO3
HMSL10272-999	Pemetrexed	Alimta	LSM-4291	394493	279	10272	999	None	None	InChI=1S/C20H21N5O6/c21-20-24-16-15(18(29)25-20)12(9-22-16)6-3-10-1-4-11(5-2-10)17(28)23-13(19(30)31)7-8-14(26)27/h1-2,4-5,9,13H,3,6-8H2,(H,23,28)(H,26,27)(H,30,31)(H4,21,22,24,25,29)	WBXPDJSOTKVWSJ-UHFFFAOYSA-N	C1=CC(=CC=C1CCC2=CNC3=C2C(=O)N=C(N3)N)C(=O)NC(CCC(=O)O)C(=O)O	427.15	C20H21N5O6
HMSL10273-999	Purvalanol A		LSM-4292	456214	280	10273	999	None	None	InChI=1S/C19H25ClN6O/c1-11(2)15(9-27)23-19-24-17(22-14-7-5-6-13(20)8-14)16-18(25-19)26(10-21-16)12(3)4/h5-8,10-12,15,27H,9H2,1-4H3,(H2,22,23,24,25)	PMXCMJLOPOFPBT-UHFFFAOYSA-N	CC(C)C(CO)NC1=NC2=C(C(=N1)NC3=CC(=CC=C3)Cl)N=CN2C(C)C	388.18	C19H25ClN6O
HMSL10274-999	SB-3CT		LSM-4293	9883002	281	10274	999	None	None	InChI=1S/C15H14O3S2/c16-20(17,11-14-10-19-14)15-8-6-13(7-9-15)18-12-4-2-1-3-5-12/h1-9,14H,10-11H2	LSONWRHLFZYHIN-UHFFFAOYSA-N	C1C(S1)CS(=O)(=O)C2=CC=C(C=C2)OC3=CC=CC=C3	306.04	C15H14O3S2
HMSL10275-999	Tamoxifen		None	2733526	282	10275	999	None	None	InChI=1S/C26H29NO/c1-4-25(21-11-7-5-8-12-21)26(22-13-9-6-10-14-22)23-15-17-24(18-16-23)28-20-19-27(2)3/h5-18H,4,19-20H2,1-3H3	NKANXQFJJICGDU-UHFFFAOYSA-N	CCC(=C(C1=CC=CC=C1)C2=CC=C(C=C2)OCCN(C)C)C3=CC=CC=C3	371.22	C26H29NO
HMSL10276-999	TCS 2312 dihydrochloride		LSM-4294	11350450	283	10276	999	None	None	InChI=1S/C25H24N4O2/c30-21-10-11-22(24(31)13-21)17-4-6-18(7-5-17)23-14-25(29-28-23)27-20-3-1-2-16(12-20)15-26-19-8-9-19/h1-7,10-14,19,26,30-31H,8-9,15H2,(H2,27,28,29)	JMEXWOPTERDPHI-UHFFFAOYSA-N	OC1=CC(O)=CC=C1C2=CC=C(C3=NNC(NC4=CC=CC(CNC5CC5)=C4)=C3)C=C2	412.19	C25H24N4O2
HMSL10277-999	Temsirolimus		LSM-4295	148191	284	10277	999	None	None	InChI=1S/C56H87NO16/c1-33-17-13-12-14-18-34(2)45(68-9)29-41-22-20-39(7)56(67,73-41)51(63)52(64)57-24-16-15-19-42(57)53(65)71-46(30-43(60)35(3)26-38(6)49(62)50(70-11)48(61)37(5)25-33)36(4)27-40-21-23-44(47(28-40)69-10)72-54(66)55(8,31-58)32-59/h12-14,17-18,26,33,35-37,39-42,44-47,49-50,58-59,62,67H,15-16,19-25,27-32H2,1-11H3	CBPNZQVSJQDFBE-UHFFFAOYSA-N	CC1CCC2CC(C(=CC=CC=CC(CC(C(=O)C(C(C(=CC(C(=O)CC(OC(=O)C3CCCCN3C(=O)C(=O)C1(O2)O)C(C)CC4CCC(C(C4)OC)OC(=O)C(C)(CO)CO)C)C)O)OC)C)C)C)OC	1029.60	C56H87NO16
HMSL10278-999	Topotecan		LSM-4296	60699	285	10278	999	None	None	InChI=1S/C23H23N3O5.ClH/c1-4-23(30)16-8-18-20-12(9-26(18)21(28)15(16)11-31-22(23)29)7-13-14(10-25(2)3)19(27)6-5-17(13)24-20;/h5-8,27,30H,4,9-11H2,1-3H3;1H	DGHHQBMTXTWTJV-UHFFFAOYSA-N	CCC1(C2=C(COC1=O)C(=O)N3CC4=C(C3=C2)N=C5C=CC(=C(C5=C4)CN(C)C)O)O.Cl	457.14	C23H24ClN3O5
HMSL10279-999	Trichostatin A		None	444732	286	10279	999	None	None	InChI=1S/C17H22N2O3/c1-12(5-10-16(20)18-22)11-13(2)17(21)14-6-8-15(9-7-14)19(3)4/h5-11,13,22H,1-4H3,(H,18,20)	RTKIYFITIVXBLE-UHFFFAOYSA-N	CC(C=C(C)C=CC(=O)NO)C(=O)C1=CC=C(C=C1)N(C)C	302.16	C17H22N2O3
HMSL10280-999	Triciribine		LSM-3810	65399	287	10280	999	None	None	InChI=1S/C13H16N6O4/c1-18-11-7-5(10(14)17-18)2-19(12(7)16-4-15-11)13-9(22)8(21)6(3-20)23-13/h2,4,6,8-9,13,20-22H,3H2,1H3,(H2,14,17)	HOGVTUZUJGHKPL-UHFFFAOYSA-N	CN1C2=NC=NC3=C2C(=CN3C4C(C(C(O4)CO)O)O)C(=N1)N	320.12	C13H16N6O4
HMSL10281-101	Vinorelbine	Navelbine	LSM-4297	5672	288	10281	101	None	None	InChI=1S/C45H54N4O8/c1-8-27-19-28-22-44(40(51)55-6,36-30(25-48(23-27)24-28)29-13-10-11-14-33(29)46-36)32-20-31-34(21-35(32)54-5)47(4)38-43(31)16-18-49-17-12-15-42(9-2,37(43)49)39(57-26(3)50)45(38,53)41(52)56-7/h10-15,19-21,28,37-39,46,53H,8-9,16-18,22-25H2,1-7H3/t28-,37-,38+,39+,42+,43+,44-,45-/m0/s1	GBABOYUKABKIAF-IELIFDKJSA-N	O=C(OC)[C@]4(c2nc1ccccc1c2CN3CC(=C/[C@H](C3)C4)\CC)c5c(OC)cc6c(c5)[C@@]89[C@@H](N6C)[C@@](O)(C(=O)OC)[C@H](OC(=O)C)[C@@]7(/C=C\CN([C@@H]78)CC9)CC	778.39	C45H54N4O8
HMSL10282-101	Vorinostat	suberoylanilide hydroxamic acid (SAHA);Zolinza	LSM-3828	5311	289	10282	101	None	None	InChI=1S/C14H20N2O3/c17-13(15-12-8-4-3-5-9-12)10-6-1-2-7-11-14(18)16-19/h3-5,8-9,19H,1-2,6-7,10-11H2,(H,15,17)(H,16,18)	WAEXFXRVDQXREF-UHFFFAOYSA-N	O=C(NO)CCCCCCC(NC1=CC=CC=C1)=O	264.15	C14H20N2O3
HMSL10283-999	XRP44X	AG-G-87906	LSM-4298	10339779	290	10283	999	None	None	InChI=1S/C21H21ClN4O/c1-16-14-20(26(23-16)18-7-3-2-4-8-18)21(27)25-12-10-24(11-13-25)19-9-5-6-17(22)15-19/h2-9,14-15H,10-13H2,1H3	NPHPNBGYPKBDDB-UHFFFAOYSA-N	CC1=NN(C(=C1)C(=O)N2CCN(CC2)C3=CC(=CC=C3)Cl)C4=CC=CC=C4	380.14	C21H21ClN4O
HMSL10284-101	Dabrafenib	GSK2118436	None	44462760	291	10284	101	None	None	InChI=1S/C23H20F3N5O2S2/c1-23(2,3)21-30-18(19(34-21)16-10-11-28-22(27)29-16)12-6-4-9-15(17(12)26)31-35(32,33)20-13(24)7-5-8-14(20)25/h4-11,31H,1-3H3,(H2,27,28,29)	BFSMGDJOXZAERB-UHFFFAOYSA-N	CC(C)(C)C1=NC(=C(S1)C1=CC=NC(N)=N1)C1=CC=CC(NS(=O)(=O)C2=C(F)C=CC=C2F)=C1F	519.10	C23H20F3N5O2S2
HMSL10285-101	PHA-767491		None	None	292	10285	101	None	None	InChI=1S/C12H11N3O/c16-12-9-7-11(8-1-4-13-5-2-8)15-10(9)3-6-14-12/h1-2,4-5,7,15H,3,6H2,(H,14,16)	DKXHSOUZPMHNIZ-UHFFFAOYSA-N	O=C1NCCC2=C1C=C(N2)C1=CC=NC=C1	213.09	C12H11N3O
HMSL10286-102	BS-181		None	None	293	10286	102	None	None	InChI=1S/C22H32N6/c1-17(2)19-16-26-28-21(25-15-18-10-6-5-7-11-18)14-20(27-22(19)28)24-13-9-4-3-8-12-23/h5-7,10-11,14,16-17,25H,3-4,8-9,12-13,15,23H2,1-2H3,(H,24,27)	DNYBIOICMDTDAP-UHFFFAOYSA-N	CC(C)C1=C2N=C(NCCCCCCN)C=C(NCC3=CC=CC=C3)N2N=C1	380.27	C22H32N6
HMSL10287-101	Dinaciclib	SCH727965	None	None	294	10287	101	None	None	InChI=1S/C21H28N6O2/c1-2-17-14-23-27-19(22-13-16-6-5-9-25(29)15-16)12-20(24-21(17)27)26-10-4-3-7-18(26)8-11-28/h5-6,9,12,14-15,18,22,28H,2-4,7-8,10-11,13H2,1H3/t18-/m0/s1	PIMQWRZWLQKKBJ-SFHVURJKSA-N	CCC1=C2N=C(C=C(NCC3=CC=C[N+]([O-])=C3)N2N=C1)N1CCCC[C@H]1CCO	396.23	C21H28N6O2
HMSL10288-101	SGI-1776		None	None	295	10288	101	None	None	InChI=1S/C20H22F3N5O/c1-27-9-7-14(8-10-27)12-24-18-5-6-19-25-13-17(28(19)26-18)15-3-2-4-16(11-15)29-20(21,22)23/h2-6,11,13-14H,7-10,12H2,1H3,(H,24,26)	MHXGEROHKGDZGO-UHFFFAOYSA-N	FC(F)(F)OC1=CC(C2=CN=C3C=CC(NCC4CCN(C)CC4)=NN32)=CC=C1	405.18	C20H22F3N5O
